name,lat,lng,type,state,district,beds,emergency
Inlaks Hospital,19.0466131,72.8964218,hospital,,,,
Government Hospital,15.7704779,77.4786118,hospital,Andhra Pradesh,Kurnool,,
Hospital,11.2693724,75.7767933,hospital,,,,
Gunnath PHC,23.0907842,86.9560942,hospital,West Bengal,Bankura,,no
Lotus Hospital,11.3266236,77.7306301,hospital,,,,yes
PSG Hospitals,11.0188398,77.0073136,hospital,Tamil Nadu,Coimbatore,,
K T V R Group Hospital,11.026167,76.9499384,hospital,Tamil Nadu,Coimbatore,,yes
Tenet diagnostics,12.9573067,77.7087044,hospital,,,,no
L.K. Diagnostic,17.4512881,78.5354859,hospital,,,,yes
L.K. Hospitals,17.4513853,78.5352525,hospital,Telangana,Hyderabad,,yes
"Government Hospital, Gurusar Sudhar",30.7741425,75.6489467,hospital,Punjab,Ludhiana,,yes
ESI Hospital,12.995242,77.6523255,hospital,,,,
Karunalayam Hospital,12.9111263,77.7073377,hospital,,,,
SDS Tuberculosis Research Centre and Rajiv Gandhi Institute of Chest diseases,12.9367955,77.5907094,hospital,,,,no
Dental Hospital,17.451435,78.5311968,hospital,,,,yes
Maiya Multispecialty Hospital,12.942614,77.5854533,hospital,Karnataka,Bengaluru Urban,,
Bhadra Homeo,12.9663879,80.2474724,hospital,,,,
Tibetan Primary Health Centre,32.0377259,76.7128791,hospital,,,,
Narayana Netralaya,12.9671401,77.6094485,hospital,Karnataka,Bengaluru Urban,,
London Hospital,13.0806193,77.5482263,hospital,,,,
Nagappa Hadli Hospital,13.0829889,77.5489026,hospital,Karnataka,Bengaluru Urban,,
"Vasan Eye Care Hospital, Nagarabhavi",12.9746134,77.5129757,hospital,Karnataka,Bengaluru Urban,,
Rc Hospital,12.930936,77.5153776,hospital,Karnataka,Bengaluru Urban,,
Veturi Child Health Centre,12.9263226,77.5156579,hospital,,,,
Ketham's Hospital Pvt. Ltd,13.0686568,77.5582571,hospital,Karnataka,Bengaluru Urban,,
"Government Hospital, Harihar Taluk Hospital",14.5039199,75.8094779,hospital,Karnataka,Davanagere,,yes
Coimbatore Bone and Joint Foundation (P) Ltd.,11.0149404,76.9543844,hospital,Tamil Nadu,Coimbatore,,
Ragavendra Hospital,13.0425433,77.5155377,hospital,,,,
Guru Kripa Clinic,13.0349833,77.5676844,hospital,,,,
Deeksha Orthopaedic Hospital,13.0973922,77.5964894,hospital,,,,
Shushrusha Hospital,13.0997316,77.5980216,hospital,,,,
Deiva Hospital,10.7746145,79.1231818,hospital,Tamil Nadu,Thanjavur,,
Chirag Hospital and Maternity Center,12.9126298,77.5913594,hospital,Karnataka,Bengaluru Urban,,
Udhbhava Hospital,12.9256842,77.5489346,hospital,Karnataka,Bengaluru Urban,,yes
DG Hospital,12.9206648,77.5598673,hospital,Karnataka,Bengaluru Urban,,yes
Srinivasa Nursing Home,12.9423039,77.6174893,hospital,,,,
Government Hospital,12.680279,77.4693911,hospital,,,,
Dr K D Godkhindi,15.43305,75.6367673,hospital,,,,
Shirol Nursing Home,15.4311936,75.6371348,hospital,,,,yes
"Womens Medical Centre, Coimbatore",11.0337824,76.9517175,hospital,Tamil Nadu,Coimbatore,,
Kangila Clinic,12.9336501,77.5660602,hospital,,,,yes
Masonic Medical Centre For Children,10.9997961,76.9799441,hospital,Tamil Nadu,Coimbatore,,yes
TB HOSPITAL,22.3410222,87.3035662,hospital,,,,
Chaitanya Hospital,13.0990911,77.5861904,hospital,,,,
Somu medicals,11.0264568,76.9448591,hospital,,,,
Akila Medicals,11.0265516,76.9443924,hospital,,,,
Dr.U.S.Prakash's Clinic,11.0256249,76.9372845,hospital,,,,
"Vasan Eye Care Hospital, Koramangala",12.9402371,77.6253403,hospital,Karnataka,Bengaluru Urban,,yes
health nest,12.9075992,77.6488507,hospital,,,,
Amma's ENT Clinic,13.0281613,77.5793947,hospital,,,,
Krishna Specialty Clinic,13.026721,77.5789272,hospital,,,,
KG Eye Hospital,11.0825506,76.997422,hospital,,,,yes
"Shree Siva Hospital, Ganapathy,",11.0441103,76.9856071,hospital,Tamil Nadu,Coimbatore,,
Seventh Day Adventist Hospital,12.995625,77.6113272,hospital,,,,
Srinivasa Nursing Home,12.9965077,77.6220456,hospital,,,,
Kids Care Clinic,12.914434,77.6050207,hospital,,,,
Mettupalayam GH,11.3047109,76.9364387,hospital,,,,yes
Balasubramaniam Vengudi Hospital,12.8307101,79.7035972,hospital,,,,yes
Hindustan Hospital,11.2816017,76.9462511,hospital,,,,yes
K.R. Hospital,11.1564875,76.944041,hospital,,,,yes
Kalpaviruksha Ayurvedic Hospital,11.1293552,76.9351656,hospital,,,,
Pristine Health care,12.9382768,77.6186753,hospital,,,,yes
Bidhan Chandra Roy Technology Hospital,22.3166763,87.3004378,hospital,,,,yes
Prerana Dental Clinic,12.9186845,77.630774,hospital,,,,
Mamtha Health Center,12.9180492,77.6318764,hospital,,,,
Ramakrishna Nursing Home,14.4635501,75.9140335,hospital,,,,yes
Suprabha Hospital,13.0079383,77.5469059,hospital,,,,
Sangolli Nursing Home,13.0083564,77.5469273,hospital,,,,
Diacon Hospital,13.0037682,77.5498337,hospital,Karnataka,Bengaluru Urban,,
Nelamangala General Hospital,13.0987847,77.3912296,hospital,Karnataka,Bangalore Rural,,
"Nair's Hospital , Kochi",9.9502203,76.3179964,hospital,,,,
Agarwal Eye Hospital,12.9273417,77.6221301,hospital,,,,
Sri Sapthagiri Clinic,12.8736928,77.6449626,hospital,,,,
Sagar Dental Clinic,12.9169725,77.6300572,hospital,,,,
P.S. Mission Hospital,9.9377796,76.3227155,hospital,Kerala,Ernakulam,,
Dr. Joys Hospital,9.9585788,76.3192419,hospital,Kerala,Ernakulam,,
"CHC, Kabburu",16.3494826,74.7259333,hospital,Karnataka,Belgaum,,
Sai Shraddha Hospitality,11.0254581,76.9726262,hospital,,,,
Vega ENT Hospitals,11.0144183,76.9437894,hospital,,,,
Sitalakshmi Hospital,11.0142906,76.9449521,hospital,Tamil Nadu,Coimbatore,,
Manonmani Hospital,11.0147975,76.9475002,hospital,Tamil Nadu,Coimbatore,,
Preetam's Cardio Care,11.0152003,76.9498136,hospital,,,,
Chigateri General Hospital,14.4573717,75.9168998,hospital,,,,yes
Rasi Hospital,11.0097731,76.9503293,hospital,Tamil Nadu,Coimbatore,,
Venkateshwara Hospital,12.9257842,77.6170828,hospital,,,,
Namratha Hospital,13.0047859,77.543073,hospital,,,,
Devi Eye Hospital,12.9162576,77.6374069,hospital,,,,
Amma Hospital,13.0626045,80.2305209,hospital,,,,yes
Mysore Hospital,13.0275337,77.5397051,hospital,Karnataka,Bengaluru Urban,,
Dhanvantri Clinic,15.8308944,74.4823535,hospital,,,,
Hospital,15.8310982,74.4823964,hospital,,,,
Sahrudaya Hospital,9.5053603,76.3418646,hospital,Kerala,Alappuzha,,
Lal Hospital,30.8655998,75.8558377,hospital,,,,
Lakhani Hospital,15.4325215,75.6375704,hospital,,,,
Immanuel Eye Hospital,11.3022381,76.9400735,hospital,,,,
Dr Bhaskar Hospital,15.4329662,75.6453273,hospital,,,,
Jayanagar Orthopaedic Centre,12.9293288,77.5877091,hospital,Karnataka,Bengaluru Urban,,no
City Hospital,11.0193391,76.9635166,hospital,,,,
Bethel Hospital,11.0190021,76.962084,hospital,,,,
Arasu Medicals,11.010593,76.950234,hospital,,,,
The Eye Foundaton,11.0134549,76.9496753,hospital,Tamil Nadu,Coimbatore,,
Shekar Hospital,12.9458714,77.5675192,hospital,Karnataka,Bengaluru Urban,,no
Punya Hospital,13.0011459,77.5359798,hospital,,,,yes
Hiregoudar Dental Clinic,15.4315773,75.6464587,hospital,,,,
Ramchandra Reddy Hospital,14.4532439,79.9869999,hospital,Andhra Pradesh,Sri Potti Sriramulu Nellore,,yes
Visakha Homeo Clinic,17.7224616,83.3094001,hospital,,,,
Right Hospitals,13.0787952,80.2405731,hospital,Tamil Nadu,Chennai,,yes
Vasan Eye Care,12.9102705,77.6265538,hospital,,,,
Apollo Clinic,12.8517246,77.6681472,hospital,,,,
Varma Hospital,9.9538555,76.3423588,hospital,,,,
Government Ayurveda Hospital,9.9438728,76.349062,hospital,,,,
Parimala Clinic,12.9135707,77.5788941,hospital,,,,
Veterinary Hospital,15.4297273,75.6332647,hospital,,,,
Dr. Khona Blood bank,15.4345955,75.637211,hospital,,,,
Karanth Speciality Hospital,12.9160081,77.6193573,hospital,Karnataka,Bengaluru Rural,,yes
Gangothri Hospital,12.9162878,77.6138218,hospital,Karnataka,Bengaluru Urban,,yes
C.S.I. Lombard Memorial Hospital,13.329745,74.749151,hospital,Karnataka,Udupi,,
Moses Eye Hospital,10.9943793,76.9664663,hospital,,,,
Nikitha Hospital,17.7426705,83.3146285,hospital,Andhra Pradesh,Visakhapatnam,,
Spurthy Hospital,12.9239335,77.61116,hospital,Karnataka,Bengaluru Urban,,
Thayarammal poly clinic,10.9935069,76.9756194,hospital,,,,yes
Prasad Eye Hospital,12.9351929,77.6086817,hospital,,,,
NIMHANS Screening block,12.9387115,77.5937737,hospital,,,,no
NIMHANS OPD,12.9388056,77.5942994,hospital,,,,
Manjunath Hospital,12.9483598,77.5940621,hospital,Karnataka,Bengaluru Urban,,
Karthik Hospital,12.9484356,77.5942592,hospital,,,,
Vasan Eye Care Hospital,11.0124743,76.9862396,hospital,Tamil Nadu,Coimbatore,,yes
Coimbatore Kidney Centre,11.009415,76.9893791,hospital,Tamil Nadu,Coimbatore,,yes
PNVM Hospital and Research Centre,9.9859833,76.2814393,hospital,Kerala,Ernakulam,,
Aswad Hospital,12.9147871,77.6247622,hospital,Karnataka,Bengaluru Rural,,
TSR heart care,13.0264438,77.5933686,hospital,,,,
Fortis Hospital,13.0022409,77.5490879,hospital,Karnataka,Bengaluru Urban,,
Citi Hospital,12.9956506,77.5510696,hospital,Karnataka,Bengaluru Urban,,
"Vasan Eye Care Hospital, Rajaji Nagar",12.9995223,77.5505328,hospital,Karnataka,Bengaluru Urban,,
Ananya Hospital,12.9998205,77.55045,hospital,Karnataka,Bengaluru Urban,,
Baptist,12.9970915,77.5719766,hospital,,,,
Shivakrupa Hospital,12.973967,77.5479135,hospital,,,,
Al Shifa Hospital,9.9787245,76.2867126,hospital,,,,
Clinic - Dr.Rajashree,10.9978977,76.9893923,hospital,,,,no
Dr. Ambedkar Medical College Hospital,13.0248621,77.6139585,hospital,,,,yes
K. J. Hospital,10.9414068,76.9369908,hospital,,,,
Sibia Healthcare Pvt. Ltd,30.2281191,75.8481374,hospital,Punjab,Sangrur,,
District Hospital Bijapur,16.8280939,75.6915484,hospital,Karnataka,Bijapur,,
"PHC, Chhaila",31.0994452,77.4276785,hospital,Himachal Pradesh,Shimla,,
Rajindra College & Hospital,30.3286916,76.3856141,hospital,,,,
Dental COllege,30.3284164,76.3858461,hospital,,,,
Hospital,30.5777008,75.6264181,hospital,,,,
"Ankit Fracture, Maternity and Surgical Hospital",19.2270454,72.8605924,hospital,Maharashtra,Mumbai,,
Shelly Nursing Home,30.6396258,76.394106,hospital,,,,
Lakshmi Childrens Hospital,17.3688309,78.5301893,hospital,,,,
Amrutha Multi-Speciality Hospital,18.0040175,79.5690584,hospital,Telangana,Warangal,,
Columbiaasia Hospital Pvt. Ltd.,30.3443071,76.3792836,hospital,Punjab,Fatehgarh Sahib,,
Sujan Mohinder Singh Hospital,28.5629027,77.2685753,hospital,,,,
Goretti Hospital,13.3882934,74.7373433,hospital,Karnataka,Udupi,,no
Public health Centre,10.8521376,76.0847308,hospital,,,,
Apollo Emergency Hospital,17.3993955,78.4792005,hospital,Telangana,Hyderabad,,yes
Rajans Hospital (P) Ltd.,9.3621517,78.8344145,hospital,Tamil Nadu,Ramanathapuram,,
Vasan Eye Care Hospital,13.0015307,80.2552541,hospital,,,,no
Mahendra Mohan Choudhury Hospital,26.1854322,91.7404472,hospital,Assam,Kamrup Metropolitan,,
Hospital,11.1007563,77.3563728,hospital,,,,
Hospital,13.0584072,80.2011738,hospital,,,,
Omni Hospital,17.3684777,78.5387483,hospital,Telangana,Hyderabad,,
Accord Multi Speciality Hospital,23.2366229,69.664847,hospital,Gujarat,Kutch,,
Dhanvantri Jeevan Rekha Limited,28.9891609,77.7248073,hospital,Uttar Pradesh,Meerut,,yes
District Hospital,13.3340175,74.7423038,hospital,,,,
"Sri Maruthi hospital, Sheshadripuram",12.9926441,77.5742046,hospital,Karnataka,Bengaluru Urban,,
Ashwini Eye Care,13.1187083,80.1572422,hospital,Tamil Nadu,Tiruvallur,,no
Aadhar Hospital,16.6906209,74.2301501,hospital,Maharastra,Kolhapur,,
Dr.Garad Ayurvedic,16.6897011,74.2302252,hospital,,,,
Government Hospital,15.0552137,76.2105069,hospital,Karnataka,Bellary,,
RIMS,8.6018701,76.992477,hospital,,,,yes
Lala Lajpat Rai and Associate Hospital,26.4781242,80.3114319,hospital,Uttar Pradesh,Kanpur Nagar,,yes
Clumax Diagnostics,12.2951389,76.6412904,hospital,,,,no
Dr Maitreyee Parulekar,19.0962884,72.8483799,hospital,,Maharashtra,,
Civil Hospital,28.2485039,77.0714498,hospital,,,,
"Vikram Jyoti, Mysuru",12.3247991,76.6320872,hospital,Karnataka,Mysuru,,yes
Government Hospital,11.3608508,77.747453,hospital,Tamil Nadu,Namakkal,,yes
Co-operative Hospital,11.764102,75.4796778,hospital,,,,yes
MGV's KBH Dental College &  Hospital,20.0043475,73.8037255,hospital,,,,
Josgiri Hospital,11.7593082,75.4787704,hospital,,,,
Thalassery Mission Hospital,11.753946,75.4907223,hospital,Kerala,Kannur,,
Keerthi Hospital,11.7496519,75.4902084,hospital,,,,
Telly Hospital,11.7447392,75.5004319,hospital,,,,
Indira Gandhi Co-Operative Hospital,11.7474506,75.5056658,hospital,Kerala,Kannur,,
Sharan Dental Care,12.2849783,76.6259464,hospital,,,,no
B.N.V. Hospital,8.4417835,76.9572485,hospital,Kerala,Thiruvananthapuram,,
Hospital,30.2446227,75.8353646,hospital,,,,
Anandalok(আনন্দলোক),22.5843732,88.4289579,hospital,,,,
Pariyaram Ayurvedic Hospital,12.0733337,75.2880417,hospital,,,,
Pariyaram Medical College Hospital,12.0712983,75.2935,hospital,Kerala,Kannur,,yes
"Mukunda Hospital, Payyanur",12.1077541,75.2132268,hospital,Kerala,Kannur,,
"Saba Hospital, Payyanur",12.1071395,75.2088719,hospital,Kerala,Kannur,,
"BKM Memorial Hospital, Payyanur",12.1060495,75.2046223,hospital,Kerala,Kannur,,
"Payyanur Co-Operative Hospital, Payyanur",12.106018,75.2099331,hospital,,,,
A D J Hospital,8.3354591,77.8640852,hospital,Tamil Nadu,Tirunelveli,,
"Cosmopolitan Hospital, Pattom",8.5157434,76.9358086,hospital,Kerala,Thiruvananthapuram,,yes
Karanvir Hospital,30.9205969,75.816751,hospital,,,,yes
Hero DMC Hospital,30.9179151,75.8216791,hospital,,,,yes
Jerry Hospital,8.336738,77.864386,hospital,,,,yes
Auroville Health Center,11.9870653,79.8342576,hospital,,,,
NERIST Medical Unit,27.1298566,93.7365723,hospital,,,,yes
"Dr V C Nayanar Memorial Hospital(Dr Babu Eye Clinic), Payyanur",12.1048088,75.2069602,hospital,,,,yes
Sunny Medicals Hospital Clinic,12.9267954,77.6699091,hospital,,,,yes
Heart Clinic,30.3179409,78.0500178,hospital,,,,yes
General Hospital,30.319395,78.0503182,hospital,,,,yes
City Hospital Research and Diagnostic Center,12.8796103,74.8531752,hospital,Karnataka,Dakshina Kannada,,yes
Indiana Hospital and Heart Institute Ltd. - Mangalore,12.8676798,74.8664233,hospital,Karnataka,Dakshina Kannada,,yes
Medicity Polyclinic,12.867708,74.8534438,hospital,,,,no
haritha hospitals,17.4696017,78.3660584,hospital,,,,
"Government Hospital, Channagiri",14.024666,75.9304154,hospital,Karnataka,Davanagere,,
Padmashree Hospital,19.2122524,73.0918952,hospital,,,,
"Urban Health Training Center, Old Hubli",15.3365604,75.1305648,hospital,,,,
Hospital,10.7849658,76.0197762,hospital,,,,yes
"Chaithanya Eye Hospital and Research Institute, Karamana",8.4848714,76.9721732,hospital,,,,yes
Primary Health Centre,12.9970082,75.3317506,hospital,,,,no
Primary Health Centre,12.9970082,75.3317828,hospital,,,,no
"Assured Best Care Hospital (P) Ltd., ( Abc Hospital)",10.8308335,78.6848076,hospital,Tamil Nadu,Tiruchirappalli,,yes
Karunya Homoeopathy Centre,13.0307899,77.653594,hospital,,,,no
Ayur Seva Hospital,13.0148188,77.6653699,hospital,,,,
Life Save Emergency Medical Services,11.2729253,75.8366719,hospital,,,,no
"Palliative Clinic, Kozhikode City",11.2452274,75.7830434,hospital,,,,
Savitridevi Saboo Memorial Cancer Research Institute and Hospital,11.2726826,75.8363443,hospital,,,,yes
PRS Hospital,8.4811163,76.9592286,hospital,Kerala,Thiruvananthapuram,,
Vinayaka Specialty Hospital,12.8990004,77.6218548,hospital,,,,no
Govt Ayurvedic Hospital Marangattupilly,9.7378712,76.6210694,hospital,,,,
Shanti Gopal Hospital,28.6418223,77.3792669,hospital,Uttar Pradesh,Ghaziabad,,
Hospital,27.7396748,95.9117097,hospital,,,,
Hospital,27.6715105,95.7576066,hospital,,,,
Shewale Hospital,18.5626652,73.8325327,hospital,Maharashtra,,,
"Kothari Hospital, Jodhpur",26.2698481,72.9736829,hospital,Rajasthan,Jodhpur,,no
Santram CT Scan Center,22.6881852,72.8645993,hospital,,,,
Santram Pathology Lab,22.688297,72.8650779,hospital,,,,
Santram Eye Hospital,22.6888731,72.8644008,hospital,,,,
Muljibhai Patel Urological Hospital,22.6829954,72.8719899,hospital,,,,yes
J.Z.M.N. Hospital Nadiad,22.6796173,72.8731111,hospital,Gujarat,KHEDA,,yes
Hospital,22.420542,87.3218592,hospital,,,,
CHAD (CMC) Hospital,12.8793817,79.1340678,hospital,,,,yes
Koshys Hospital,13.0207033,77.6760593,hospital,,,,
Trimurti Hospital,18.462396,73.8150518,hospital,,,,
"Sacred Heart Hospital, Chakkampuzha",9.767019,76.6517176,hospital,,,,
Hospital,22.4951399,88.3121663,hospital,,,,
"Government Hospital, Kilakarai",9.2346623,78.7860322,hospital,Tamil Nadu,Ramanathapuram,,
St. Lukes Hospital,8.5584834,77.9701379,hospital,Tamil Nadu,Tuticorin,,
"Sri Kumaran Hospital, Tiruppur",11.1307528,77.3412468,hospital,Tamil Nadu,Coimbatore,,
Gurushree Hitech Multispeciality Hospital,12.9593144,77.5265054,hospital,Karnataka,Bengaluru Urban,,yes
"Shobha Hospital, Bengaluru Urban",12.9755854,77.5313495,hospital,Karnataka,Bengaluru Urban,,no
"Gayathri Hospital, Bengaluru Urban",12.9744053,77.5426819,hospital,Karnataka,Bengaluru Urban,,yes
Ahmedabad Institute Of Medical Services (Aims),23.0033217,72.5639517,hospital,Gujarat,Ahmedabad,,yes
Shushtrut Hospital,23.0090048,72.56227,hospital,,,,
Esi Hospital Nituvalli,14.452459,75.9278318,hospital,Karnataka,Davanagere,,yes
Sujay Hospital,19.116234,72.8339632,hospital,Maharashtra,Mumbai,,yes
Hospital,14.4590162,75.913709,hospital,,,,no
Prime Care Nursing Home,12.9799192,80.2044922,hospital,,,,
Sahil Hospital,30.8858752,75.8694319,hospital,,,,yes
MEDSOL Hospital,12.9309944,77.4929837,hospital,Karnataka,Bengaluru Urban,,yes
Government Primary Health Centre,13.003447,77.504284,hospital,Karnataka,Bangalore,,no
Batra Hospital,32.7512875,74.9085736,hospital,,,,
GB Pant Hospital,32.694432,74.8486745,hospital,,,,
Madaan Hospital And Research Centre,32.7064477,74.8588765,hospital,Jammu and Kashmir,Jammu,,
Mandav Hospital,31.7070167,76.9287174,hospital,Himachal Pradesh,Mandi,,
Civil Hospital,29.5394051,75.0145858,hospital,,,,
Greater Kailash Hospital,22.7250815,75.8904652,hospital,,,,yes
Governmental Hospital,15.3534219,76.4920804,hospital,,,,yes
Government Hospital,12.3048002,78.2060881,hospital,,,,
Hospital,12.3064093,78.2029177,hospital,,,,
Hospital,12.3098055,78.2041837,hospital,,,,
SHKVPB Hospital,16.3558221,80.5024478,hospital,,,,
Dr. Radhakrishnan Government Medical College Hospital,31.6801289,76.5272192,hospital,Himachal Pradesh,Hamirpur,,
Glodha Hospital,31.6775847,76.5252471,hospital,,,,
Bharathy Hospital,12.9761294,77.5326369,hospital,Karnataka,Bengaluru Urban,,
S.G.L.Charitable Hospital,31.3011186,75.597075,hospital,Punjab,Jalandhar,,yes
PHC Ujjwa,28.5702527,76.9041305,hospital,Delhi,South West,,
Yogananda Medical and Research Centre,12.9202791,77.5598033,hospital,Karnataka,Bengaluru Urban,,yes
ESI Hospital,11.1196849,77.3492741,hospital,,,,
Government Hospital,13.0165784,76.3780635,hospital,,,,no
"Government Primary Healthcare Center, Begur",12.8778532,77.6246582,hospital,Karnataka,Bangalore,,
Veterinary Hospital,13.6914593,75.2395516,hospital,,,,
RB Sewak Ram Maternity Hospital,31.437984,75.4963378,hospital,,,,
Hindustan Health Point Pvt Ltd,22.4580817,88.3836982,hospital,West Bengal,South 24 Parganas,,yes
City Central Hospital,14.4602014,75.9189327,hospital,Karnataka,Davangere,,yes
St.Louis Hospital,12.5252135,78.2149263,hospital,Tamil Nadu,Krishnagiri,,
Vishwaradhya Cancer Hospital,14.4322216,75.9625003,hospital,,,,no
Government Hospital,12.5246441,78.2199165,hospital,Tamil Nadu,Krishnagiri,,yes
NMC Hospital,28.5729253,77.3402993,hospital,,,,
Chinchansure,19.2367995,73.1271408,hospital,,,,no
PGI Chandigarh,30.7614305,76.7749653,hospital,Chandigarh,Chandigarh,,
Saint Joseph's Convent,31.4982739,75.948484,hospital,,,,yes
Shivam Hospital,31.520966,75.9002785,hospital,Punjab,Hoshiarpur,,
ACS Medical College And Hospital,13.0575206,80.127824,hospital,,,,yes
Inpatient Department,21.126903,79.1141613,hospital,,,,
Outpatient Department,21.127343,79.1136038,hospital,,,,
Cure & Care Dental Clinic Dr. Moumita Mukherjee,12.9074968,77.6492213,hospital,,,,
Sanjivani Hospital,21.1331511,79.0998847,hospital,,,,
Ripon Hospital,31.1035732,77.1716532,hospital,,,,yes
Mitra Hospital,13.3370127,74.7506948,hospital,Karnataka,Udupi,,
Shri Sathya Sai Medical College & Research Institute,12.7415557,80.1328466,hospital,Tamil Nadu,Kancheepuram,,yes
City Medical Center,14.4554207,75.9148073,hospital,,,,no
Hospital,29.0441455,78.7529039,hospital,,,,
Hospital,29.0455055,78.7525499,hospital,,,,
Sri Manakula Vinayagar Hospital,11.9212608,79.6282086,hospital,Puducherry,Puducherry,,
Dr Aman Clinic,31.3013765,75.5785468,hospital,,,,yes
Santhi Hospital,11.362756,75.9651338,hospital,Kerala,Kozhikode,,yes
CMI,30.3121892,78.0474883,hospital,,,,
Bethany Hospital,19.2198203,72.9618661,hospital,Maharashtra,Thane,,yes
